Annotator,Annotation,ID
ccai5400,Society,19 Things Scottish People Miss When They Move To London
ccai5400,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
ccai5400,Society,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
ccai5400,Society,Anticipating the rise of the machine
ccai5400,Society,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
ccai5400,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
ccai5400,Sports,Ice hockey boy gets floored
ccai5400,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
ccai5400,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
ccai5400,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
ccai5400,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
ccai5400,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
ccai5400,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
ccai5400,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
ccai5400,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
ccai5400,War,How Britain Made James Foley's Killer
ccai5400,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
clee0452,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
clee0452,Business,Over half of all gadgets used at Christmas were made by Apple
clee0452,Business,Potentially interesting
clee0452,Business,We should be banking on a brighter future for Scotland
clee0452,Business,'Ship Your Enemies Glitter' business sells for $85K
clee0452,Business,Hamish McRae: Lessons for all as America bounces back
clee0452,Business,Apple CarPlay infotainment system has lots of potential
clee0452,Business,'Impossible' for Saudi to reduce oil output: minister
clee0452,Entertainment,Eastenders: Carter clan set to implode in 2015
clee0452,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
clee0452,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
clee0452,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
clee0452,Entertainment,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
clee0452,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
clee0452,Entertainment,INXS relive one of their most successful years ever and their toughest
clee0452,Entertainment,"36 Hours in Strasbourg, France"
clee0452,Entertainment,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
clee0452,Entertainment,Australia's best private pools on the market
clee0452,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
clee0452,Entertainment,Louis van Gaal hands out Christmas presents to fans on Boxing Day
clee0452,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
clee0452,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
clee0452,Entertainment,30 Items We Just Know You're Going To Want For Fall
clee0452,Entertainment,DUBS Bring Down The Noise In Night Clubs
clee0452,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
clee0452,Error,The weirdest moments from 30 years of 'Ninja Turtles'
clee0452,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
clee0452,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
clee0452,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
clee0452,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
clee0452,Politics,Iraq Reaches Major Oil Deal With Kurds
clee0452,Politics,Cong escalates attack on govt through social media - The Times of India
clee0452,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
clee0452,Politics,72-hour wait for Missouri abortions takes effect next month
clee0452,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
clee0452,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
clee0452,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
clee0452,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
clee0452,Science and Technology,Anticipating the rise of the machine
clee0452,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
clee0452,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
clee0452,Society,What is a sinkhole?
clee0452,Society,What has the Human Rights Act done for you?
clee0452,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
clee0452,Society,The unborn babies who are already smiling for the camera
clee0452,Society,The Government's bid to boost mobile coverage could easily backfire - Telegraph
clee0452,Society,Snapper star dies
clee0452,Society,'Parents these days' are judged too harshly
clee0452,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
clee0452,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
clee0452,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
clee0452,Society,DU to go back to reevaluation system : News
clee0452,Society,"We put your tax return hell questions to HMRC, and this is what they said"
clee0452,Society,Kane's account of sting draws increasing fire
clee0452,Society,Dewani cop didn't ace it
clee0452,Society,How Britain Made James Foley's Killer
clee0452,Society,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
clee0452,Society,Prosecutors seek to have McDonnell jailed during appeal
clee0452,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
clee0452,Society,The words that ended my marriage
clee0452,Society,How to find love in 2015 without it costing the earth
clee0452,Society,From the flower pot to Pantibar: Enda's gay support evolution
clee0452,Society,Philippine storm death toll rises to six - The Times of India
clee0452,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
clee0452,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
clee0452,Society,Met policeman cleared after kicking mother tending to her child in hospital
clee0452,Society,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
clee0452,Society,Leading golfer Ian Poulter accused of being out of touch with reality
clee0452,Society,19 Things Scottish People Miss When They Move To London
clee0452,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
clee0452,Society,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
clee0452,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
clee0452,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
clee0452,Sports,Ice hockey boy gets floored
clee0452,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
clee0452,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
clee0452,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
clee0452,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
clee0452,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
clee0452,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
cxia8134,Business,Potentially interesting
cxia8134,Business,We should be banking on a brighter future for Scotland
cxia8134,Business,'Ship Your Enemies Glitter' business sells for $85K
cxia8134,Entertainment,The weirdest moments from 30 years of 'Ninja Turtles'
cxia8134,Entertainment,Eastenders: Carter clan set to implode in 2015
cxia8134,Entertainment,Snapper star dies
cxia8134,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
cxia8134,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
cxia8134,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
cxia8134,Entertainment,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
cxia8134,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
cxia8134,Entertainment,INXS relive one of their most successful years ever and their toughest
cxia8134,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
cxia8134,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
cxia8134,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
cxia8134,Entertainment,30 Items We Just Know You're Going To Want For Fall
cxia8134,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
cxia8134,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
cxia8134,Health,The unborn babies who are already smiling for the camera
cxia8134,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
cxia8134,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
cxia8134,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
cxia8134,Politics,Iraq Reaches Major Oil Deal With Kurds
cxia8134,Politics,Cong escalates attack on govt through social media - The Times of India
cxia8134,Politics,Prosecutors seek to have McDonnell jailed during appeal
cxia8134,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
cxia8134,Politics,Hamish McRae: Lessons for all as America bounces back
cxia8134,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
cxia8134,Politics,'Impossible' for Saudi to reduce oil output: minister
cxia8134,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
cxia8134,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
cxia8134,Science and Technology,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
cxia8134,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
cxia8134,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
cxia8134,Science and Technology,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
cxia8134,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
cxia8134,Science and Technology,How to find love in 2015 without it costing the earth
cxia8134,Science and Technology,DUBS Bring Down The Noise In Night Clubs
cxia8134,Science and Technology,Apple CarPlay infotainment system has lots of potential
cxia8134,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
cxia8134,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
cxia8134,Science and Technology,Anticipating the rise of the machine
cxia8134,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
cxia8134,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
